Grant Number,Title
RFA-FD-14-022,development of clinically relevant in vitro performance test for generic oidps: physiologically relevant models for aerodynamic particle size distribution analysis (u01)
RFA-DK-14-023,elucidating hiv and hiv-treatment associated metabolic/endocrine dysfunction (r01)
RFA-DK-15-019,research using biosamples and subjects from type 1 diabetes clinical studies complications (dp3)
RFA-AT-06-003,tools and technology to measure menopausal symptomatology (sbir [r43])
RFA-CA-14-502,limited competition: aids malignancy consortium (um1)
RFA-DA-16-006,tools for monitoring and manipulating modified rnas in the nervous system (r41/r42)
RFA-AG-15-004,epigenetic analyses of aging as a risk factor for multiple chronic conditions (u34)
RFA-DK-08-006,fine mapping and function of genes for type 1 diabetes (dp3)
RFA-HL-08-012,nhlbi progenitor cell biology consortium planning awards (r03)
RFA-DA-08-005,â international research collaborations to study hiv/aids and drug abuse (r21)
RFA-AT-08-001,tools & technologies for assessing manual therapies (sbir [r43])
RFA-RR-08-003,: â tools for germplasm cryopreservation (sbir [r43/r44])
RFA-MH-09-140,collaborative study of suicidality and mental health in the u.s. army (u01)
RFA-CD-07-003,"cdc mentored public health research scientist development award (k01) the policies, guidelines, terms, and conditions of the hhs centers for disease control and prevention (cdc) stated in this"
RFA-ES-05-002,transition to independent positions (tip)
RFA-CD-05-109,centers of excellence in public health informatics
RFA-CA-06-013,feasibility studies for collaborative interaction for minority institution/cancer center partnership (p20)
RFA-EB-06-001,exploratory grants (p20) for nibib quantum projects
RFA-RM-06-003,pilot-scale libraries for high-throughput screening (p41)
RFA-RM-06-007,nanomedicine development centers (pn2)
RFA-AR-09-001,â niams building interdisciplinary research team (birt) revision awards (r01)
RFA-EB-07-001,nibib quantum projects: exploratory phase i (r01)
RFA-HG-06-015,near-term technology development for genome sequencing (r01)
RFA-HL-06-003,mechanisms linking short sleep duration and risk of obesity or overweight (r01)
RFA-HL-07-010,methods of analysis of gene-environment interactions in complex diseases: the genes and environment initiative (r01)
RFA-NR-07-001,research on research integrity (r01)
RFA-DA-08-013,substance abuse and glial regulation of nervous system function (r03)
RFA-AG-06-011,neuroeconomics of aging (r21 )
RFA-AG-08-001,â protein homeostasis in aging: repair and degradation (r21)
RFA-AI-06-021,non-antibiotic selectable markers for biodefense (r21)
RFA-AI-07-008,â immune mechanisms of viral control (r21)
RFA-AI-07-015,â b cell immunology for protective hiv-1 vaccines (r21)
RFA-CA-07-022,innovations in cancer sample preparation (r21)
RFA-HL-07-007,bioengineering approaches to energy balance and obesity (r21)
RFA-CA-08-005,advanced genomic data analysis and visualization methods for the cancer genome atlas (tcga) data (r21)
RFA-DA-08-015,substance abuse and glial regulation of nervous system function (r21)
RFA-DE-08-007,osteoimmunology- crosstalk between immune system and bone (r21)
RFA-RM-07-016,â discovery of novel epigenetic marks in mammalian cells (r21)
RFA-HG-06-021,revolutionary genome sequencing technologies - the $1000 genome (r21)
RFA-HG-06-016,near-term technology development for genome sequencing (r21)
RFA-MH-08-060,â tools and techniques for elucidating and manipulating neural circuit development (r21)
RFA-NS-07-002,â nuclear structure-function defects in the pathogenesis of muscular dystrophy (r21)
RFA-NS-07-004,biomarkers for neurodegeneration (r21)
RFA-HL-04-035,"summer institute program to increase diversity in health-related research request for applications (rfa) number: rfa-hl-04-035 catalog of federal domestic assistance number(s) 93.837 key dates release date: march 4, 2005 letters of intent receipt date(s): august 14, 2005 application receipt dates(s): september 14, 2005 peer review date(s): february 2006 council review date(s): august 2006 earliest anticipated start date: august 1, 2006 expiration date: september 15, 2005 due dates for e.o. 12372 not applicable executive summary"
RFA-MH-06-004,intervention and practice research for combat related mental disorders and stress reactions
RFA-CA-07-011,innovations in cancer sample preparation (sttr [r41/r42])
RFA-ES-07-004,sbir e-learning for hazmat and emergency response (sbir [r43/r44])
RFA-AA-06-006,medications development for the treatment of alcoholism (sbir [r43/r44])
RFA-CA-06-006,application of emerging technologies for cancer research (sbir/sttr)
RFA-DP-05-071,"breast and prostate cancer data quality and patterns of care study note: the policies, guidelines, terms, and conditions stated in this"
RFA-HG-06-008,public consultation to inform the design of possible large-scale studies of genes and environment in common disease (u01)
RFA-CA-07-014,cancer genome characterization centers (u24)
RFA-GM-06-001,escherichia coli k-12 model organism resource
RFA-RR-05-003,human pancreatic islet cell resources (icrs)
RFA-AG-07-004,ruth l. kirschstein national research service awards (nrsa) for interdisciplinary individual postdoctoral fellows for training in neurodegeneration research (f32)
RFA-RM-05-016,multidisciplinary clinical research career development programs
RFA-DA-06-006,developmental centers for translational research on the clinical neurobiology of drug addiction (p20)
RFA-MD-05-003,"request for applications ncmhd centers of excellence in partnerships for community outreach, research on health disparities and training (project export establishing exploratory centers)"
RFA-DA-05-005,secondary analysis of the nesarc and nspy datasets
RFA-AI-05-028,hyperaccelerated award/mechanisms in immunomodulation trials
RFA-OD-06-002,neuroimmune mechanisms and chronic fatigue syndrome
RFA-DA-05-006,neurobiology of behavioral treatment: recovery of brain structure and function
RFA-DA-06-001,enhancing practice improvement in community-based care for prevention and treatment of drug abuse or co-occurring drug abuse and mental disorders
RFA-HL-05-014,critical issues in post-phlebitic syndrome
RFA-MH-05-007,identifying autism susceptibility genes
RFA-MH-05-010,hiv and psychiatric comorbidity research project
RFA-MH-06-003,collaborative research on mental and neurological disorders
RFA-MH-07-090,â innovative trials for the treatment of anorexia nervosa in late adolescence and adulthood (r01)
RFA-OH-07-001,"commercial truck driver health and safety- preventing injury and illness note: the policies, guidelines, terms, and conditions stated in this"
RFA-DA-08-025,â extinction and pharmacotherapies for drug addiction (r03)
RFA-HD-07-023,"integration of food and nutrition into prevention, care, and treatment of hiv infection and aids (r03)"
RFA-HS-07-006,"ambulatory safety and quality program: improving quality through clinician use of health it (r18) note: the policies, guidelines, terms and conditions stated in this"
RFA-AA-08-014,"â alcohol, aids, and liver disease: preventable side-effects of antiretroviral therapy (r21)"
RFA-AA-08-010,â alcohol tolerance: contribution to consumption (r21)
RFA-AA-08-012,â international research on venue-based interventions for hiv/aids and alcohol use (r21)
RFA-AI-07-031,u.s.-india bilateral collaborative research partnerships (crp) on the prevention of hiv/aids (r21)
RFA-AT-07-005,mechanisms of immune modulation (r21)
RFA-CA-07-037,innovations in cancer sample preparation (r21)
RFA-CA-07-033,innovative technologies for molecular analysis of cancer (r21)
RFA-CA-07-035,application of emerging technologies for cancer research (r21)
RFA-EB-06-003,technology development of image-guided interventions: phase i (r21)
RFA-DA-07-013,â joint nida-nij initiative for research on retail drug markets (r21)
RFA-DE-08-004,oral mucosal vaccination against hiv infection (r21)
RFA-NR-07-002,culturally appropriate research to prevent hiv transmission and infection in young people (r21)
RFA-RM-08-011,development of new technologies needed for studying the human microbiome (r21)
RFA-HS-08-003,"optimizing prevention and healthcare management for the complex patient (r21) note: the policies, guidelines terms and conditions stated in this"
RFA-MH-08-031,mechanisms of hiv neuropathogenesis: emerging domestic and global issues (r21)
RFA-MH-08-111,â prefrontal cortical influences on brain systems supporting complex mental function (r21)
RFA-CA-05-003,of the proposed research o
RFA-CA-07-016,innovative technologies for molecular analysis of cancer (r33)
RFA-MH-07-051,refining and testing mental health interventions and services for youth with mental illness who are transitioning to adulthood (r34)
RFA-CA-07-043,innovations in cancer sample preparation (sbir [r43/r44])
RFA-AG-06-004,technological enhancements and archiving for surveys of the elderly: sbir (r43/44) initiative
RFA-CA-07-008,application of emerging technologies for cancer research (sbir [r43/r44])
RFA-RM-06-006,training for a new interdisciplinary research workforce (t90)
RFA-MD-07-001,ncmhd endowment program for increasing research and training capacity in section 736 health professions schools (ncmhd research endowment fund) (s21 and s22)
RFA-HL-05-012,"short courses on application of genomics and proteomics to complex heart, lung, blood, and sleep disorders"
